YEAR;MO;DY;HR;T2M;WS10M;WD10M;WS50M
2019;4;9;7;8,67;4,06;17,35;4,73
2019;4;9;8;10,58;4,49;23,49;5,22
2019;4;9;9;12,07;4,19;27,52;4,83
2019;4;9;10;12,97;3,62;28,23;4,16
2019;4;9;11;13,8;3,02;27,96;3,49
2019;4;9;12;14,3;2,4;30,32;2,83
2019;4;9;13;14,43;1,92;31,88;2,33
2019;4;9;14;14,13;1,47;33,1;1,83
2019;4;9;15;13,6;1,03;21,32;1,28
2019;4;9;16;12,8;0,77;342,85;1,02
2019;4;9;17;11,65;0,85;319,86;1,18
2019;4;9;18;10,51;1,03;327,76;1,43
2019;4;9;19;9,85;1,17;350,04;1,64
2019;4;9;20;9,4;1,26;6,77;1,78
2019;4;9;21;9,08;1,28;17,1;1,78
2019;4;9;22;8,86;1,3;25,18;1,82
2019;4;9;23;8,8;1,29;32,63;1,77
2019;4;10;0;8,65;1,27;39,26;1,71
2019;4;10;1;8,41;1,28;45,49;1,71
2019;4;10;2;8,15;1,37;47,55;1,84
2019;4;10;3;7,83;1,45;46,75;1,96
2019;4;10;4;7,51;1,43;43,45;1,92
2019;4;10;5;7,07;1,5;42,47;2,06
2019;4;10;6;8,15;1,53;48,1;2,15
2019;4;10;7;9,65;1,77;68,2;1,91
2019;4;10;8;11,53;2,08;121,48;2,42
2019;4;10;9;12,22;2,99;154,97;3,38
2019;4;10;10;11,98;3,55;170,25;3,94
2019;4;10;11;11,45;3,79;181,3;4,12
2019;4;10;12;10,9;3,96;190,45;4,25
2019;4;10;13;10,3;3,85;197,7;4,13
2019;4;10;14;9,8;3,68;203,9;3,98
2019;4;10;15;9,3;3,47;206,22;3,83
2019;4;10;16;8,8;3,01;204,37;3,41
2019;4;10;17;8,2;2,19;196,82;2,74
2019;4;10;18;7,63;1,53;188,5;2,78
2019;4;10;19;7,55;1,87;184,31;3,21
2019;4;10;20;7,18;1,92;183,97;3,53
2019;4;10;21;6,93;1,94;182,77;3,64
2019;4;10;22;7,05;2,17;176,08;3,74
2019;4;10;23;7,09;2,46;171,79;3,7
2019;4;11;0;7,06;2,3;164,03;3,41
2019;4;11;1;6,91;1,91;153,54;3,3
2019;4;11;2;6,62;1,73;143,29;3,42
2019;4;11;3;6,39;1,76;137,69;3,63
2019;4;11;4;6,12;1,85;135;3,84
2019;4;11;5;6,15;1,8;133,41;3,7
2019;4;11;6;7,05;2,48;131,81;3,47
2019;4;11;7;7,78;3,29;138,85;3,87
2019;4;11;8;8,61;3,67;149,66;4,17
2019;4;11;9;9,28;3,77;156,68;4,21
2019;4;11;10;9,74;3,6;158,5;3,98
2019;4;11;11;10,1;3,45;157,33;3,79
2019;4;11;12;10,4;3,31;153,92;3,62
2019;4;11;13;10,48;3,24;151,95;3,54
2019;4;11;14;9,9;3,07;151,54;3,38
2019;4;11;15;9,67;2,84;151,04;3,14
2019;4;11;16;8,98;2,49;148,6;2,82
2019;4;11;17;8,26;1,62;144,4;2,31
2019;4;11;18;7,26;1,19;132,6;1,96
2019;4;11;19;6,89;1,24;115,28;1,98
2019;4;11;20;6,62;1,37;104,91;2,24
2019;4;11;21;6,3;1,48;98,47;2,4
2019;4;11;22;6,05;1,56;88,27;2,47
2019;4;11;23;5,94;1,61;79,67;2,61
2019;4;12;0;5,92;1,62;73,75;2,71
2019;4;12;1;5,9;1,64;69,06;2,99
2019;4;12;2;5,67;1,76;64,23;3,31
2019;4;12;3;5,4;1,88;57,89;3,51
2019;4;12;4;5,07;1,99;51,87;3,69
2019;4;12;5;4,9;2,07;46,99;3,88
2019;4;12;6;5,6;3,02;44,58;3,91
2019;4;12;7;6,07;3,85;43,77;4,25
2019;4;12;8;6,94;4,05;46,88;4,41
2019;4;12;9;7,94;3,74;49,75;4,03
2019;4;12;10;8,67;3,26;49,86;3,52
2019;4;12;11;9,11;2,84;48,34;3,09
2019;4;12;12;9,19;2,55;46,24;2,79
2019;4;12;13;9,33;2,39;43,81;2,62
2019;4;12;14;9,19;2,31;40,2;2,55
2019;4;12;15;8,91;2,33;38,06;2,6
2019;4;12;16;8,36;2,36;40,02;2,86
2019;4;12;17;7,37;1,92;40,37;3,19
2019;4;12;18;5,85;1,98;36,19;3,52
2019;4;12;19;5,07;2,21;35,77;4
2019;4;12;20;4,43;2,36;37,74;4,31
2019;4;12;21;3,77;2,72;38,81;4,62
2019;4;12;22;3,17;3,07;38,91;4,68
2019;4;12;23;2,74;3,45;39,31;4,66
2019;4;13;0;2,45;3,53;40,96;4,59
2019;4;13;1;2,26;3,56;43,04;4,62
2019;4;13;2;2,08;3,63;45,09;4,72
2019;4;13;3;1,96;3,83;47,65;5,17
2019;4;13;4;1,87;3,9;49,47;5,23
2019;4;13;5;1,83;3,96;49,96;5,12
2019;4;13;6;2,54;4,45;49,7;4,93
2019;4;13;7;4,05;4,74;53,11;5,08
2019;4;13;8;6,65;4,42;60,72;4,78
2019;4;13;9;8,76;3,76;67,91;4,13
2019;4;13;10;9,33;3,26;70,13;3,67
2019;4;13;11;9,42;2,8;71,77;3,2
2019;4;13;12;9,56;2,51;73,54;2,9
2019;4;13;13;9,61;2,36;73,06;2,74
2019;4;13;14;9,46;2,38;69,42;2,76
2019;4;13;15;8,84;2,53;62,41;2,93
2019;4;13;16;8,19;2,69;55,53;3,23
2019;4;13;17;7,3;2,07;50,06;3,35
2019;4;13;18;5,8;2,1;44,1;3,71
2019;4;13;19;4,98;2,37;42,32;4,24
2019;4;13;20;4,36;2,62;42,7;4,73
2019;4;13;21;3,68;3,2;42,42;5,27
2019;4;13;22;3,04;3,37;40,59;5,11
2019;4;13;23;2,66;3,39;39,38;5,16
2019;4;14;0;2,38;3,4;39,87;5,31
2019;4;14;1;1,98;3,24;41,48;5,31
2019;4;14;2;1,55;3,15;42,19;5,37
2019;4;14;3;1,16;3,1;42,34;5,44
2019;4;14;4;0,82;3,05;45,42;5,49
2019;4;14;5;0,99;3,19;48,87;5,44
2019;4;14;6;2,98;4,35;53,69;4,85
2019;4;14;7;5,34;4,38;64,85;4,78
2019;4;14;8;8,11;3,49;81,76;3,74
2019;4;14;9;9,69;2,29;101,81;2,51
2019;4;14;10;10,01;1,75;117,71;1,96
2019;4;14;11;10;1,38;123,24;1,59
2019;4;14;12;10,08;0,96;121,76;1,19
2019;4;14;13;10,12;0,64;95,57;0,9
2019;4;14;14;10,05;0,85;52,5;1,09
2019;4;14;15;9,8;1,45;42,81;1,71
2019;4;14;16;9,34;1,98;43,24;2,3
2019;4;14;17;8,46;1,86;42,79;2,78
2019;4;14;18;6,8;1,93;40,9;3,3
2019;4;14;19;6,01;2,39;43,94;4,41
2019;4;14;20;5,48;2,76;46,83;5,16
2019;4;14;21;5,07;3,53;49,04;5,95
2019;4;14;22;4,6;4,05;48,83;6,31
2019;4;14;23;4,33;4,24;49,03;6,49
2019;4;15;0;4,33;4,42;48,73;6,52
2019;4;15;1;4,26;4,57;47,36;6,56
2019;4;15;2;4,17;4,54;45,07;6,49
2019;4;15;3;4,12;4,6;43,42;6,61
2019;4;15;4;4,08;4,63;42,74;6,75
2019;4;15;5;4,23;4,89;41,57;6,97
2019;4;15;6;5,29;5,79;39,96;6,99
2019;4;15;7;6,77;7,08;43,66;8,5
2019;4;15;8;8,51;7,81;48,04;9,23
2019;4;15;9;10,16;7,67;49,87;8,99
2019;4;15;10;11,15;7,04;49,86;8,16
2019;4;15;11;11,84;6,37;48,93;7,35
2019;4;15;12;12,07;5,96;46,49;6,87
2019;4;15;13;11,83;5,69;42,89;6,61
2019;4;15;14;11,45;5,52;38,85;6,44
2019;4;15;15;10,96;5,54;35,75;6,51
2019;4;15;16;10,1;5,46;36,1;6,65
2019;4;15;17;8,65;4,76;36,79;6,63
2019;4;15;18;6,52;3,78;37,27;6,85
2019;4;15;19;5,29;3,54;40,08;6,76
2019;4;15;20;4,49;3,36;42,93;6,48
2019;4;15;21;3,67;3,04;42,39;5,78
2019;4;15;22;3,01;3,01;41,84;5,68
2019;4;15;23;2,44;3,01;42,16;5,61
2019;4;16;0;1,95;2,98;42,34;5,48
2019;4;16;1;1,69;3,13;46,72;5,87
2019;4;16;2;1,35;3,07;45,93;5,44
2019;4;16;3;1,15;3;42,68;5,11
2019;4;16;4;0,88;2,98;42,56;5,09
2019;4;16;5;1,08;2,9;42,93;5,18
2019;4;16;6;4,22;3,95;42,91;4,7
2019;4;16;7;6,89;4,17;50,1;4,47
2019;4;16;8;9,36;3,76;57,2;4,06
2019;4;16;9;11,3;2,85;57,44;3,07
2019;4;16;10;12,76;1,81;47,98;2,05
2019;4;16;11;13,76;1,01;23,78;1,26
2019;4;16;12;14,4;0,76;331,06;0,96
2019;4;16;13;14,53;1,04;292,92;1,09
2019;4;16;14;14,31;1,36;279,63;1,34
2019;4;16;15;13,9;1,61;271,95;1,56
2019;4;16;16;13,26;1,7;263,95;1,81
2019;4;16;17;11,87;1,54;257,38;2,16
2019;4;16;18;9,45;1,46;266,62;2,13
2019;4;16;19;8,8;1,34;306,94;1,89
2019;4;16;20;7,87;1,66;352,41;2,34
2019;4;16;21;6,47;2,11;19,04;3,02
2019;4;16;22;5,1;2,43;33,33;3,52
2019;4;16;23;3,9;2,66;41,79;3,93
2019;4;17;0;2,94;2,8;45,91;4,19
2019;4;17;1;2,18;2,87;47,32;4,39
2019;4;17;2;1,54;2,93;47,16;4,54
2019;4;17;3;1;2,98;46,59;4,61
2019;4;17;4;0,5;3,03;45,42;4,66
2019;4;17;5;0,69;2,98;43,83;4,82
2019;4;17;6;4,19;3,3;42,12;4,64
2019;4;17;7;6,83;3,94;44,04;4,26
2019;4;17;8;9,64;4,2;49,76;4,74
2019;4;17;9;11,26;3,99;47,94;4,53
2019;4;17;10;12,56;3,68;44,74;4,24
2019;4;17;11;13,66;3,32;39,27;3,88
2019;4;17;12;14,48;3,01;31,09;3,56
2019;4;17;13;14,94;2,87;20,7;3,41
2019;4;17;14;14,99;3;11,43;3,53
2019;4;17;15;14,58;3,26;6,46;3,82
2019;4;17;16;13,7;3,32;7,44;4,19
2019;4;17;17;11,66;2,4;13,36;4,22
2019;4;17;18;7,9;2,87;24,82;4,94
2019;4;17;19;6,23;3,31;37,52;6,05
2019;4;17;20;5,23;3,41;43,24;6,46
2019;4;17;21;4,13;3,26;42,09;5,95
2019;4;17;22;3,19;3,16;37,97;5,72
2019;4;17;23;2,59;3,18;36,42;5,85
2019;4;18;0;2,3;3,28;37,06;6,18
2019;4;18;1;2,18;3,33;37,08;6,36
2019;4;18;2;2,04;3,31;35,49;6,3
2019;4;18;3;1,87;3,29;33,16;6,21
2019;4;18;4;1,69;3,28;30,47;6,19
2019;4;18;5;2,33;3,19;29,52;6,08
2019;4;18;6;5,69;4,21;30,8;5,26
2019;4;18;7;8,01;5,95;36,99;7,28
2019;4;18;8;9,74;6,73;41,09;8,02
2019;4;18;9;10,88;6,73;42,88;7,97
2019;4;18;10;11,57;6,35;44,8;7,42
2019;4;18;11;12,14;5,89;47,15;6,85
2019;4;18;12;12,57;5,42;49,03;6,28
2019;4;18;13;12,82;4,95;50,51;5,73
2019;4;18;14;12,79;4,55;51,06;5,29
2019;4;18;15;12,56;4,21;52,09;4,94
2019;4;18;16;12,06;3,76;51,08;4,67
2019;4;18;17;10,6;2,61;45,97;4,44
2019;4;18;18;7,51;2,82;42,53;5,19
2019;4;18;19;6,12;3,15;45,3;6,06
2019;4;18;20;5,23;3,24;49,01;6,4
2019;4;18;21;4,36;3,22;51,6;6,21
2019;4;18;22;3,6;3,2;49,66;5,93
2019;4;18;23;2,98;3,21;46,28;5,67
2019;4;19;0;2,37;3,23;43,34;5,57
2019;4;19;1;1,95;3,28;42,59;5,57
2019;4;19;2;1,65;3,33;41,01;5,61
2019;4;19;3;1,39;3,38;38,43;5,66
2019;4;19;4;1,09;3,35;37,62;5,54
2019;4;19;5;1,7;3,16;37,15;5,52
2019;4;19;6;5,5;3,89;36,43;4,95
2019;4;19;7;8,3;4,57;40,28;5,16
2019;4;19;8;10,93;4,91;51,14;5,66
2019;4;19;9;12,64;4,44;51,36;5,13
2019;4;19;10;13,86;4,02;46,02;4,68
2019;4;19;11;14,79;3,79;39,4;4,46
2019;4;19;12;15,44;3,65;33,38;4,3
2019;4;19;13;15,8;3,6;28,62;4,24
2019;4;19;14;15,85;3,63;25,63;4,26
2019;4;19;15;15,47;3,72;24,46;4,37
2019;4;19;16;14,65;3,61;26,18;4,56
2019;4;19;17;12,8;2,56;28,44;4,47
2019;4;19;18;9,11;2,78;33,65;4,88
2019;4;19;19;7,44;3,08;39,34;5,24
2019;4;19;20;6,58;3,06;40,86;4,97
2019;4;19;21;5,93;2,82;36,55;4,19
2019;4;19;22;5,46;2,62;28,94;3,69
2019;4;19;23;4,87;2,63;22,37;3,68
2019;4;20;0;4,18;2,76;18,79;3,91
2019;4;20;1;3,58;2,93;18,19;4,19
2019;4;20;2;3,08;3,08;18,8;4,5
2019;4;20;3;2,66;3,21;20,07;4,8
2019;4;20;4;2,29;3,3;21,35;5,02
2019;4;20;5;2,83;3,23;22,16;5,24
2019;4;20;6;6,94;3,35;22,74;4,97
2019;4;20;7;9,8;4,03;24,63;4,49
2019;4;20;8;12,3;4,81;30,23;5,8
2019;4;20;9;13,63;5,17;31,65;6,19
2019;4;20;10;14,61;5,13;31,37;6,05
2019;4;20;11;15,44;4,91;30,85;5,72
2019;4;20;12;16,05;4,77;31,27;5,52
2019;4;20;13;16,34;4,73;31,69;5,45
2019;4;20;14;16,28;4,72;32,09;5,46
2019;4;20;15;15,84;4,66;34,06;5,64
2019;4;20;16;14,88;4,57;39,03;5,82
2019;4;20;17;12,51;3,21;42,83;5,7
2019;4;20;18;8,51;3,19;45,4;5,96
2019;4;20;19;6,65;3,38;49,87;6,1
2019;4;20;20;5,58;3,2;53,44;5,28
2019;4;20;21;4,89;2,98;53,1;4,47
2019;4;20;22;4,28;3;51,67;4,44
2019;4;20;23;3,66;3,22;52,1;4,94
2019;4;21;0;3,07;3,28;53,81;5,05
2019;4;21;1;2,57;3,19;53,27;4,79
2019;4;21;2;2,22;3,1;52,9;4,57
2019;4;21;3;1,94;3,06;53,63;4,47
2019;4;21;4;1,65;3,03;53,81;4,42
2019;4;21;5;2,26;2,86;55,01;4,26
2019;4;21;6;6,05;2,42;59,96;3,85
2019;4;21;7;9,01;2,68;67,02;2,79
2019;4;21;8;12,14;1,57;108,25;1,68
2019;4;21;9;13,69;1,9;151,01;2,01
2019;4;21;10;14,55;2,1;167,56;2,12
2019;4;21;11;15,42;2,47;177,28;2,41
2019;4;21;12;16;2,82;182,86;2,72
2019;4;21;13;16,2;3,06;186,45;2,94
2019;4;21;14;15,99;3,26;188,27;3,17
2019;4;21;15;15,37;3,44;187,56;3,43
2019;4;21;16;14,33;3,46;186,74;3,73
2019;4;21;17;12,55;2,67;186,04;3,74
2019;4;21;18;9,13;2,12;185,92;3,41
2019;4;21;19;7,51;2,09;179,79;3,09
2019;4;21;20;6,66;2,05;168,56;3,17
2019;4;21;21;6,9;1,85;154,95;3,03
2019;4;21;22;7,13;1,54;136,03;2,5
2019;4;21;23;7,23;1,49;126,27;2,54
2019;4;22;0;7,3;1,41;130,95;2,37
2019;4;22;1;7,4;1,27;142,78;2,05
2019;4;22;2;7,69;1,33;160,5;2,68
2019;4;22;3;7,72;1,5;160,14;3,19
2019;4;22;4;7,72;1,68;145,05;3,41
2019;4;22;5;7,68;2,03;136,56;3,62
2019;4;22;6;8,19;2,98;133,09;3,66
2019;4;22;7;9,01;3,42;133,98;3,89
2019;4;22;8;10,42;3,82;139,98;4,25
2019;4;22;9;12,45;4,34;148,68;4,77
2019;4;22;10;14,04;4,83;155,13;5,27
2019;4;22;11;15,13;5,31;160,2;5,78
2019;4;22;12;15,65;6,02;167,26;6,59
2019;4;22;13;15,45;6,61;172,05;7,35
2019;4;22;14;14,74;6,41;168,68;7,29
2019;4;22;15;13,99;6,31;165,07;7,39
2019;4;22;16;12,9;5,85;162,02;7,17
2019;4;22;17;11,68;4,66;156,14;6,36
2019;4;22;18;9,59;3,42;149,8;6,43
2019;4;22;19;8,08;3,21;151;6,54
2019;4;22;20;7,48;3,53;152,7;7,07
2019;4;22;21;8,3;5,33;154,26;7,87
2019;4;22;22;8,53;6,18;156,32;8,12
2019;4;22;23;8,54;6,08;155,64;8,01
2019;4;23;0;8,33;5,85;150,73;7,72
2019;4;23;1;7,96;5,19;143,94;7,28
2019;4;23;2;7,3;4,97;143,06;7,97
2019;4;23;3;6,88;4,99;147,85;8,83
2019;4;23;4;7,69;5,78;154,99;9,54
2019;4;23;5;8,61;6,67;161,35;10,35
2019;4;23;6;9,26;7,13;160,75;9,49
2019;4;23;7;9,91;6,46;150,68;8,05
2019;4;23;8;11,4;6,68;148,54;8,27
2019;4;23;9;12,71;7,28;156,21;9,26
2019;4;23;10;14,26;8,68;163,31;11,04
2019;4;23;11;15,01;10,34;166,59;12,85
2019;4;23;12;14,29;10,77;164,39;13,23
2019;4;23;13;12,98;9,83;159,62;12,05
2019;4;23;14;11,53;8,25;155,5;10,29
2019;4;23;15;10,7;6,93;151,73;8,67
2019;4;23;16;10,3;6,26;152,31;7,94
2019;4;23;17;10,09;6,01;155,1;7,71
2019;4;23;18;10,24;5,93;160,06;7,79
2019;4;23;19;10,65;5,91;163,79;7,94
2019;4;23;20;10,84;5,74;164,77;7,83
2019;4;23;21;10,8;5,38;164,41;7,36
2019;4;23;22;10,8;5,07;163,99;6,96
2019;4;23;23;10,83;4,96;164,08;6,81
2019;4;24;0;10,84;4,94;163,66;6,77
2019;4;24;1;10,83;4,74;161,45;6,54
2019;4;24;2;10,79;4,5;158,29;6,28
2019;4;24;3;10,64;4,08;150,64;5,79
2019;4;24;4;10,32;3,43;140,26;5,19
2019;4;24;5;10,16;2,89;131,05;4,44
2019;4;24;6;10,97;4,08;132,67;5,04
2019;4;24;7;12,19;4,98;142,01;5,9
2019;4;24;8;13,76;5,72;150,74;6,7
2019;4;24;9;15,07;6,32;157,17;7,35
2019;4;24;10;16,18;6,7;161,08;7,75
2019;4;24;11;16,94;6,96;164,64;8,05
2019;4;24;12;17,35;7,1;168,12;8,26
2019;4;24;13;17,37;7,1;171,08;8,3
2019;4;24;14;17,16;6,89;172,5;8,09
2019;4;24;15;16,62;6,16;171,98;7,37
2019;4;24;16;15,78;4,9;169,62;6,12
2019;4;24;17;14,32;2,77;164,99;4,59
2019;4;24;18;11,49;2,37;158,16;4,14
2019;4;24;19;10,19;2,62;156,04;4,3
2019;4;24;20;9,67;2,72;153,58;4,49
2019;4;24;21;9,18;2,87;150,29;4,73
2019;4;24;22;8,83;2,89;149,14;4,75
2019;4;24;23;8,5;3,1;152,98;5,31
2019;4;25;0;8,4;3,08;155,71;5,24
2019;4;25;1;8,08;2,89;151,98;4,75
2019;4;25;2;7,9;2,63;143,57;4,07
2019;4;25;3;8,05;2,32;130,77;3,34
2019;4;25;4;8,01;2,17;122,2;3,08
2019;4;25;5;8,5;2,04;123,14;2,97
2019;4;25;6;11,55;1,81;131,33;2,73
2019;4;25;7;14,15;2,88;150,79;3,65
2019;4;25;8;15,98;3,48;162,91;3,95
2019;4;25;9;17,33;3,41;171,44;3,67
2019;4;25;10;18,48;3,31;180,81;3,42
2019;4;25;11;19,41;3,38;187,44;3,4
2019;4;25;12;19,91;3,53;191,48;3,53
2019;4;25;13;19,93;3,66;193,95;3,7
2019;4;25;14;19,64;3,68;195,24;3,79
2019;4;25;15;19,12;3,53;194,99;3,73
2019;4;25;16;18,19;3,05;192,86;3,45
2019;4;25;17;16,68;2,1;188,34;2,87
2019;4;25;18;14,18;1,49;176,99;2,2
2019;4;25;19;13,11;1,41;153,29;1,88
2019;4;25;20;12,19;1,55;135,2;2,08
2019;4;25;21;11,23;1,77;130,16;2,41
2019;4;25;22;10,25;2,07;129,03;2,88
2019;4;25;23;9,72;2,26;130,24;3,25
2019;4;26;0;9,38;2,3;130,73;3,33
2019;4;26;1;8,96;2,33;127,79;3,35
2019;4;26;2;8,78;2,38;124,68;3,42
2019;4;26;3;9,01;2,4;123,17;3,46
2019;4;26;4;9,26;2,43;121,44;3,51
2019;4;26;5;9,9;2,42;119,63;3,6
2019;4;26;6;12,3;2,04;120,59;3,58
2019;4;26;7;14,8;2,53;126,73;3,53
2019;4;26;8;16,45;3,27;144,83;4,12
2019;4;26;9;17,99;3,99;158,01;4,83
2019;4;26;10;19,12;4,42;166,31;5,2
2019;4;26;11;19,75;4,81;173;5,53
2019;4;26;12;20,09;5,23;176,92;5,95
2019;4;26;13;20,19;5,57;177,67;6,33
2019;4;26;14;19,87;5,75;175,4;6,63
2019;4;26;15;19,16;5,55;174,02;6,66
2019;4;26;16;18,07;4,67;175,11;5,93
2019;4;26;17;16,3;2,71;174,37;4,78
2019;4;26;18;14,24;2,31;168,5;4,67
2019;4;26;19;13,44;2,3;164,4;4,59
2019;4;26;20;12,93;2,09;161,9;4,18
2019;4;26;21;12,44;1,75;159,29;3,26
2019;4;26;22;11,83;1,85;161,57;3,27
2019;4;26;23;11,3;1,75;165,04;2,63
2019;4;27;0;11,45;1,53;170,92;2,22
2019;4;27;1;10,94;1,72;186,51;2,57
2019;4;27;2;10,28;1,86;202,79;2,98
2019;4;27;3;9,87;1,68;213,25;2,71
2019;4;27;4;9,95;1,11;214,7;1,7
2019;4;27;5;10,19;0,49;127,23;0,67
2019;4;27;6;11,54;0,47;162,47;0,5
2019;4;27;7;12,83;1,42;228,34;1,56
2019;4;27;8;14,02;2,17;229,96;2,27
2019;4;27;9;15,08;2,9;234,09;3,02
2019;4;27;10;15,8;3,74;236,84;3,91
2019;4;27;11;16,12;4,54;239,29;4,8
2019;4;27;12;16,08;5,09;241,27;5,45
2019;4;27;13;15,52;5,44;243,21;5,89
2019;4;27;14;14,48;5,69;247,41;6,26
2019;4;27;15;13,2;5,6;252,3;6,25
2019;4;27;16;12,1;5,05;257,77;5,75
2019;4;27;17;10,97;3,95;263,18;4,82
2019;4;27;18;8,76;2,13;266,21;3,74
2019;4;27;19;7,4;1,96;269,54;2,98
2019;4;27;20;7,23;1,66;274,85;2,35
2019;4;27;21;7,11;1,4;286,82;1,93
2019;4;27;22;6,68;1,13;300,28;1,54
2019;4;27;23;6,8;0,93;322,17;1,19
2019;4;28;0;6,35;0,87;356,91;1,11
2019;4;28;1;5,28;1,06;30,17;1,42
2019;4;28;2;4,67;1,41;47,47;1,91
2019;4;28;3;4,02;1,71;56,75;2,38
2019;4;28;4;3,83;1,88;59,81;2,76
2019;4;28;5;4,43;1,81;58,57;2,94
2019;4;28;6;6,94;2,45;58,19;2,78
2019;4;28;7;9,88;2,43;58,66;2,7
2019;4;28;8;11,96;2,39;61,51;2,7
2019;4;28;9;12,84;2,22;69,4;2,53
2019;4;28;10;13,92;1,76;89,24;1,98
2019;4;28;11;14,91;1,33;134,29;1,42
2019;4;28;12;15,49;1,81;180;1,77
2019;4;28;13;15,36;2,51;195,16;2,46
2019;4;28;14;14,92;2,99;198,43;3
2019;4;28;15;14,16;3,23;195,98;3,35
2019;4;28;16;13,19;3;192,8;3,34
2019;4;28;17;12,06;2,15;184,16;2,94
2019;4;28;18;10,41;1,5;168,87;2,4
2019;4;28;19;9,42;1,42;147,79;2,04
2019;4;28;20;8,87;1,4;126,17;1,9
2019;4;28;21;8,18;1,51;110,03;2,04
2019;4;28;22;7,76;1,59;96,22;2,13
2019;4;28;23;7,12;1,77;88,23;2,41
2019;4;29;0;6,6;1,88;88,57;2,65
2019;4;29;1;6,33;1,94;93;2,92
2019;4;29;2;6,34;1,92;94,67;3,17
2019;4;29;3;6,55;1,82;100,15;3,35
2019;4;29;4;6,75;1,76;107,87;3,57
2019;4;29;5;7,18;1,86;117,32;3,62
2019;4;29;6;7,67;2,37;130,05;3,21
2019;4;29;7;8,25;2,74;149,34;3,12
2019;4;29;8;9,15;3,25;176,14;3,9
2019;4;29;9;9,88;3,76;201,82;4,46
2019;4;29;10;10,15;3,92;218,13;4,49
2019;4;29;11;10,44;4,2;227,94;4,79
2019;4;29;12;11,23;4,39;229,84;4,86
2019;4;29;13;11,82;4,13;225,38;4,51
2019;4;29;14;11,75;3,65;216,92;3,97
2019;4;29;15;11,21;3,06;204,47;3,31
2019;4;29;16;10,37;2,35;182,86;2,59
2019;4;29;17;9,35;1,79;147,62;2,43
2019;4;29;18;7,58;1,49;119,93;2,71
2019;4;29;19;5,93;1,98;93,62;2,97
2019;4;29;20;4,29;2,91;67,29;3,57
2019;4;29;21;2,13;3,9;52,24;4,3
2019;4;29;22;1,73;4,2;51,27;4,71
2019;4;29;23;1,94;4,27;54,91;4,83
2019;4;30;0;2,51;4,14;57,48;4,76
2019;4;30;1;2,82;4,12;59,69;4,88
2019;4;30;2;3,15;3,7;64,52;4,51
2019;4;30;3;3,37;3,13;65,22;4
2019;4;30;4;3,48;2,62;63,66;3,59
2019;4;30;5;3,61;2,68;60,67;3,44
2019;4;30;6;3,66;2,92;59,04;3,31
2019;4;30;7;4,49;2,83;52,75;3,22
2019;4;30;8;6,02;2,64;39,24;3,06
2019;4;30;9;7,54;2,64;17,2;3,1
2019;4;30;10;8,3;2,88;2,02;3,36
2019;4;30;11;9,51;2,86;352,62;3,4
2019;4;30;12;10,58;2,55;335,16;3,1
2019;4;30;13;10,8;2,41;303,38;2,88
2019;4;30;14;10,46;2,82;276,85;3,19
2019;4;30;15;9,97;3,1;264,79;3,5
2019;4;30;16;9,18;2,65;262,2;3,16
2019;4;30;17;8,34;1,83;258,4;2,66
2019;4;30;18;7,29;1,33;250,5;2,23
2019;4;30;19;6,55;1,32;241,47;2,02
2019;4;30;20;6,01;1,3;240,98;1,84
2019;4;30;21;5,58;1,22;247,72;1,71
2019;4;30;22;5,49;1,14;257,39;1,6
2019;4;30;23;5,73;1,02;258,95;1,44
2019;5;1;0;5,73;1,02;262,49;1,45
2019;5;1;1;5,54;1,02;266,48;1,41
2019;5;1;2;5,17;0,99;270;1,34
2019;5;1;3;4,98;0,9;283,55;1,21
2019;5;1;4;4,93;0,81;302,77;1,18
2019;5;1;5;4,9;1,08;325,62;1,22
2019;5;1;6;5,11;1,16;339,13;1,23
2019;5;1;7;6,41;1,44;328,98;1,69
2019;5;1;8;9,18;2,14;318,7;2,68
2019;5;1;9;10,71;2,51;320,31;3,04
2019;5;1;10;11,6;2,75;320,19;3,31
2019;5;1;11;12,23;2,98;324,06;3,59
2019;5;1;12;12,51;3,13;331,71;3,77
2019;5;1;13;12,79;3,17;340,72;3,82
2019;5;1;14;13,02;3,06;345,08;3,71
2019;5;1;15;12,85;2,78;342,48;3,36
2019;5;1;16;12,38;2,35;339,58;2,89
2019;5;1;17;11,57;1,62;339,73;2,31
2019;5;1;18;10,07;1,08;342,74;1,54
2019;5;1;19;9,15;1,05;353,14;1,34
2019;5;1;20;8,01;1,08;3,73;1,43
2019;5;1;21;7,2;1,19;9,46;1,57
2019;5;1;22;6,4;1,24;11,59;1,66
2019;5;1;23;5,84;1,33;12,57;1,76
2019;5;2;0;5,43;1,5;16,36;1,96
2019;5;2;1;4,79;1,62;20,27;2,15
2019;5;2;2;4,3;1,68;22,74;2,23
2019;5;2;3;3,9;1,7;24,1;2,27
2019;5;2;4;3,54;1,71;27,27;2,27
2019;5;2;5;4,09;1,61;31,3;2,27
2019;5;2;6;6,96;1,63;34,83;1,86
2019;5;2;7;9,52;1,01;16,61;1,11
2019;5;2;8;13,23;1,34;294,03;1,63
2019;5;2;9;14,44;1,85;276,07;2,01
2019;5;2;10;15,07;2,38;265,3;2,48
2019;5;2;11;15,37;2,92;259,35;3,02
2019;5;2;12;15,58;3,31;255,5;3,41
2019;5;2;13;15,66;3,62;251,53;3,74
