YEAR;MO;DY;HR;T2M;WS10M;WD10M;WS50M
2019;4;10;0;6,84;1,43;42,57;2
2019;4;10;1;6,18;1,63;50,65;2,34
2019;4;10;2;5,77;1,64;56,84;2,58
2019;4;10;3;5,49;1,64;61,61;2,73
2019;4;10;4;5,19;1,62;67,02;2,78
2019;4;10;5;5,21;1,76;73,01;2,82
2019;4;10;6;6,87;2,03;77,3;2,73
2019;4;10;7;8,94;2,58;85,48;3,09
2019;4;10;8;11,25;2,83;102,92;3,49
2019;4;10;9;12,54;2,86;117,69;3,56
2019;4;10;10;12,78;2,81;132,3;3,48
2019;4;10;11;12,48;2,85;151,19;3,43
2019;4;10;12;11,58;2,96;171,51;3,44
2019;4;10;13;10,47;3,07;190,4;3,53
2019;4;10;14;9,62;3,17;204,42;3,67
2019;4;10;15;8,9;3,21;214,08;3,76
2019;4;10;16;8,16;3,06;220,24;3,66
2019;4;10;17;7,35;2,42;221,46;3,14
2019;4;10;18;6,69;1,84;217,41;2,87
2019;4;10;19;6,48;1,75;205,99;2,77
2019;4;10;20;6,33;1,78;194,53;2,89
2019;4;10;21;6,19;1,77;188,63;2,96
2019;4;10;22;6,24;1,97;182,95;3,13
2019;4;10;23;6,28;2,14;181,05;3,16
2019;4;11;0;6,09;1,74;178,2;3,03
2019;4;11;1;5,81;1,47;172,08;2,97
2019;4;11;2;5,58;1,46;166,71;3,12
2019;4;11;3;5,3;1,49;163,27;3,21
2019;4;11;4;4,93;1,44;157,33;2,96
2019;4;11;5;5,01;1,38;153,87;2,86
2019;4;11;6;6,04;1,89;154,28;2,66
2019;4;11;7;6,87;2,52;162,86;3,13
2019;4;11;8;7,86;2,8;171,64;3,33
2019;4;11;9;8,65;2,87;176,73;3,33
2019;4;11;10;9,17;2,82;181,11;3,24
2019;4;11;11;9,51;2,73;183,44;3,13
2019;4;11;12;9,76;2,55;182,81;2,91
2019;4;11;13;9,76;2,42;182,22;2,76
2019;4;11;14;9,48;2,31;181,94;2,64
2019;4;11;15;9,08;2,13;181,26;2,46
2019;4;11;16;8,45;1,79;179,25;2,14
2019;4;11;17;7,61;1,08;178,75;1,66
2019;4;11;18;6,84;0,77;165,82;1,22
2019;4;11;19;6,44;0,8;133,03;1,21
2019;4;11;20;6,08;0,91;115,02;1,37
2019;4;11;21;5,76;0,93;101,69;1,4
2019;4;11;22;5,43;0,88;80,29;1,35
2019;4;11;23;5,09;0,96;58,24;1,5
2019;4;12;0;4,79;1,1;48,74;1,82
2019;4;12;1;4,57;1,18;45;2,11
2019;4;12;2;4,48;1,2;46,32;2,37
2019;4;12;3;4,32;1,33;44,29;2,62
2019;4;12;4;4,12;1,54;38,84;2,8
2019;4;12;5;3,94;1,78;34,11;2,91
2019;4;12;6;4,49;2,14;33,98;2,9
2019;4;12;7;5,06;2,65;37,82;3,04
2019;4;12;8;5,98;2,65;41,06;2,96
2019;4;12;9;7,03;2,45;42,68;2,69
2019;4;12;10;7,84;2,12;41,27;2,31
2019;4;12;11;8,46;1,68;39,33;1,81
2019;4;12;12;8,7;1,24;34,7;1,31
2019;4;12;13;8,76;0,96;25,94;0,99
2019;4;12;14;8,67;0,92;18,28;0,95
2019;4;12;15;8,35;1,05;22,36;1,16
2019;4;12;16;7,76;1,35;34,15;1,62
2019;4;12;17;6,8;1,45;36,44;2,1
2019;4;12;18;5,55;1,58;33,69;2,6
2019;4;12;19;4,76;2,01;35,85;3,07
2019;4;12;20;4,11;2,18;40,36;3,27
2019;4;12;21;3,57;2,24;43,44;3,49
2019;4;12;22;3,12;2,21;44,14;3,46
2019;4;12;23;2,76;2,15;42,79;3,38
2019;4;13;0;2,48;2,07;42,1;3,24
2019;4;13;1;2,22;2,08;41,49;3,23
2019;4;13;2;2;2,12;42,02;3,29
2019;4;13;3;1,8;2,2;43,85;3,45
2019;4;13;4;1,59;2,25;47,95;3,5
2019;4;13;5;1,53;2,37;49,95;3,44
2019;4;13;6;2,28;3,02;54,26;3,53
2019;4;13;7;3,69;3,21;59,75;3,57
2019;4;13;8;5,73;2,87;66,08;3,2
2019;4;13;9;7,3;2,48;69,34;2,8
2019;4;13;10;8,32;2,2;71,76;2,53
2019;4;13;11;8,77;1,8;73,85;2,12
2019;4;13;12;8,98;1,48;74,72;1,81
2019;4;13;13;8,71;1,36;71,98;1,7
2019;4;13;14;8,14;1,53;62,39;1,89
2019;4;13;15;7,34;1,95;53,96;2,37
2019;4;13;16;6,55;2,41;48,55;2,92
2019;4;13;17;5,69;2,24;45;3,16
2019;4;13;18;4,55;2,16;42,65;3,52
2019;4;13;19;3,9;2,44;43,96;3,92
2019;4;13;20;3,42;2,73;47,32;4,32
2019;4;13;21;2,97;3,27;51,9;4,84
2019;4;13;22;2,53;3,11;47,04;4,38
2019;4;13;23;2,14;2,94;43,71;4,25
2019;4;14;0;1,89;2,87;47,1;4,39
2019;4;14;1;1,79;2,85;53,04;4,47
2019;4;14;2;1,54;2,7;55,39;4,36
2019;4;14;3;1,2;2,57;55,63;4,29
2019;4;14;4;0,83;2,52;60,5;4,32
2019;4;14;5;0,94;2,54;64,14;4,25
2019;4;14;6;2,62;3,33;67,1;4,1
2019;4;14;7;4,4;3,61;78,28;4,22
2019;4;14;8;6,68;2,96;88,64;3,4
2019;4;14;9;8,44;2,12;98,28;2,53
2019;4;14;10;9,37;1,7;107,1;2,14
2019;4;14;11;10,12;1,34;118,5;1,8
2019;4;14;12;10,47;1,04;128,93;1,49
2019;4;14;13;10,58;0,85;124,13;1,28
2019;4;14;14;10,14;0,91;95,42;1,35
2019;4;14;15;9,43;1,4;73,79;1,89
2019;4;14;16;8,55;1,92;63,96;2,46
2019;4;14;17;7,33;2,04;56,25;2,77
2019;4;14;18;5,95;2,1;48,77;3,16
2019;4;14;19;5,21;2,41;47,5;3,78
2019;4;14;20;4,62;2,7;48,28;4,29
2019;4;14;21;4,15;3,05;48,84;4,65
2019;4;14;22;3,87;3,35;47,27;4,84
2019;4;14;23;3,7;3,53;46,7;5,09
2019;4;15;0;3,6;3,68;46,81;5,17
2019;4;15;1;3,48;3,8;45,42;5,33
2019;4;15;2;3,44;3,97;43,72;5,59
2019;4;15;3;3,43;3,97;42,21;5,71
2019;4;15;4;3,47;3,92;41,44;5,79
2019;4;15;5;3,65;4,03;41,23;5,89
2019;4;15;6;4,58;4,85;41,47;6,23
2019;4;15;7;5,73;5,96;46,01;7,53
2019;4;15;8;7,36;6,49;49,05;8,03
2019;4;15;9;9,06;6,42;49,35;7,84
2019;4;15;10;10,11;5,95;48,78;7,18
2019;4;15;11;10,81;5,46;46,22;6,6
2019;4;15;12;11,13;5,19;42,13;6,3
2019;4;15;13;11,13;5,02;37,85;6,11
2019;4;15;14;10,8;4,89;34,53;5,97
2019;4;15;15;9,99;4,82;32,35;5,91
2019;4;15;16;8,87;4,64;33,26;5,89
2019;4;15;17;7,37;3,9;35,22;5,53
2019;4;15;18;5,56;3,14;37,01;5,51
2019;4;15;19;4,48;2,93;40,78;5,55
2019;4;15;20;3,7;2,81;44,44;5,44
2019;4;15;21;3,02;2,49;46,65;4,89
2019;4;15;22;2,54;2,38;46,46;4,68
2019;4;15;23;2,25;2,47;48,34;4,42
2019;4;16;0;1,85;2,49;51,12;4,23
2019;4;16;1;1,54;2,53;54,3;4,33
2019;4;16;2;1,16;2,4;54,14;4,02
2019;4;16;3;0,94;2,28;53,48;3,79
2019;4;16;4;0,69;2,27;54,39;3,76
2019;4;16;5;0,73;2,35;55,57;3,81
2019;4;16;6;2,71;3,25;56,65;3,75
2019;4;16;7;5,46;3,67;59,83;4,2
2019;4;16;8;8,11;3,43;62,44;3,9
2019;4;16;9;10,26;2,7;56,82;3,05
2019;4;16;10;11,83;1,99;43,89;2,3
2019;4;16;11;12,87;1,46;26,29;1,74
2019;4;16;12;13,55;1,2;2,25;1,44
2019;4;16;13;13,69;1,14;339,08;1,35
2019;4;16;14;13,45;1,2;327,44;1,41
2019;4;16;15;12,92;1,17;322,59;1,39
2019;4;16;16;12,18;1,03;324,26;1,3
2019;4;16;17;10,44;0,66;318,81;1,18
2019;4;16;18;7,43;0,66;349,09;1,1
2019;4;16;19;6,48;0,98;26,57;1,61
2019;4;16;20;5,37;1,59;48,18;2,5
2019;4;16;21;3,95;2,11;58,2;3,21
2019;4;16;22;2,73;2,36;63,01;3,56
2019;4;16;23;1,9;2,49;65,12;3,71
2019;4;17;0;1,4;2,48;64,24;3,65
2019;4;17;1;1,09;2,4;61,02;3,47
2019;4;17;2;0,77;2,33;56,9;3,36
2019;4;17;3;0,39;2,32;52,13;3,3
2019;4;17;4;-0,06;2,33;46,9;3,32
2019;4;17;5;0,06;2,32;43,09;3,48
2019;4;17;6;3,35;2,36;41,51;3,34
2019;4;17;7;6,16;3,13;43,08;3,7
2019;4;17;8;8,56;3,41;44,35;4,03
2019;4;17;9;10,24;3,34;38,93;3,97
2019;4;17;10;11,62;3,24;33,57;3,88
2019;4;17;11;12,75;3,09;26,76;3,72
2019;4;17;12;13,48;3,02;18,53;3,64
2019;4;17;13;13,76;3,1;10,6;3,72
2019;4;17;14;13,59;3,34;5,91;4,02
2019;4;17;15;12,96;3,6;5,48;4,42
2019;4;17;16;11,83;3,66;9,1;4,83
2019;4;17;17;9,56;2,66;16,04;4,88
2019;4;17;18;5,55;2,72;25,17;5,4
2019;4;17;19;3,98;2,9;34,46;5,83
2019;4;17;20;3,01;2,76;38,79;5,35
2019;4;17;21;2,09;2,62;38,1;4,74
2019;4;17;22;1,46;2,63;35,2;4,39
2019;4;17;23;0,98;2,68;35,5;4,44
2019;4;18;0;0,83;2,64;36,7;4,83
2019;4;18;1;1,21;2,58;37,25;5,08
2019;4;18;2;1,58;2,56;35,05;5,16
2019;4;18;3;1,73;2,65;32,1;5,1
2019;4;18;4;1,65;2,69;29,39;5,05
2019;4;18;5;2,19;2,63;28,16;4,97
2019;4;18;6;4,81;3,55;27,98;4,82
2019;4;18;7;6,6;5,06;33,27;6,42
2019;4;18;8;8,18;5,75;37,38;7,18
2019;4;18;9;9,36;5,81;40,2;7,18
2019;4;18;10;10,19;5,47;42,74;6,67
2019;4;18;11;10,89;5,04;46,01;6,13
2019;4;18;12;11,4;4,62;48,63;5,62
2019;4;18;13;11,68;4,31;50,74;5,24
2019;4;18;14;11,64;4,12;52,33;5,04
2019;4;18;15;11,29;3,95;53,29;4,89
2019;4;18;16;10,61;3,68;54,08;4,76
2019;4;18;17;9,03;2,66;51,55;4,59
2019;4;18;18;6,01;2,51;50,81;5,27
2019;4;18;19;4,47;2,69;53,03;5,64
2019;4;18;20;3,32;2,65;53,87;5,36
2019;4;18;21;2,4;2,61;53,88;5,09
2019;4;18;22;1,69;2,65;52,18;4,99
2019;4;18;23;1,26;2,79;49,09;4,8
2019;4;19;0;0,84;2,82;45,34;4,68
2019;4;19;1;0,58;2,87;43,12;4,63
2019;4;19;2;0,35;2,91;40,87;4,63
2019;4;19;3;0,09;2,97;38,38;4,69
2019;4;19;4;-0,12;2,95;36,6;4,6
2019;4;19;5;0,6;2,67;35,46;4,53
2019;4;19;6;4,69;2,98;34,44;3,92
2019;4;19;7;7,66;3,98;38,47;4,96
2019;4;19;8;9,99;4,37;42,47;5,36
2019;4;19;9;11,57;4,24;39,7;5,19
2019;4;19;10;12,69;4,1;34,69;5,01
2019;4;19;11;13,69;3,99;29,58;4,86
2019;4;19;12;14,37;3,89;25,33;4,72
2019;4;19;13;14,74;3,83;22,8;4,65
2019;4;19;14;14,67;3,87;20,96;4,72
2019;4;19;15;14,13;3,96;20,94;4,91
2019;4;19;16;13,1;3,87;23,3;5,13
2019;4;19;17;11,07;2,78;26,13;5,01
2019;4;19;18;7,08;2,59;31,29;5,02
2019;4;19;19;5,49;2,77;34,32;4,73
2019;4;19;20;4,71;2,68;33,83;4,21
2019;4;19;21;3,99;2,53;28,23;3,78
2019;4;19;22;3,42;2,47;22,91;3,61
2019;4;19;23;2,9;2,49;18,83;3,64
2019;4;20;0;2,35;2,59;17,94;3,78
2019;4;20;1;1,89;2,66;19,55;3,87
2019;4;20;2;1,45;2,74;21,38;4
2019;4;20;3;1,06;2,8;21,92;4,11
2019;4;20;4;0,62;2,83;19,98;4,19
2019;4;20;5;1,12;2,67;18,81;4,34
2019;4;20;6;5,48;2,68;19,6;3,97
2019;4;20;7;8,52;3,6;23;4,51
2019;4;20;8;10,92;4,63;26,05;5,95
2019;4;20;9;12,26;5,04;28,51;6,39
2019;4;20;10;13,32;4,94;29,77;6,14
2019;4;20;11;14,24;4,67;29,99;5,75
2019;4;20;12;14,87;4,5;30,35;5,49
2019;4;20;13;15,13;4,44;31,03;5,4
2019;4;20;14;14,96;4,41;32,34;5,4
2019;4;20;15;14,35;4,33;34,26;5,47
2019;4;20;16;13,19;4,09;39,04;5,48
2019;4;20;17;10,83;2,81;42,86;5,15
2019;4;20;18;6,56;2,65;46,67;4,96
2019;4;20;19;4,85;2,85;52,35;4,75
2019;4;20;20;3,98;2,79;58,4;4,38
2019;4;20;21;3,49;2,62;62,67;3,86
2019;4;20;22;3,12;2,55;65,16;3,67
2019;4;20;23;2,64;2,62;64,05;3,84
2019;4;21;0;2,04;2,72;65,57;4,02
2019;4;21;1;1,64;2,65;67,45;3,86
2019;4;21;2;1,48;2,46;69,72;3,5
2019;4;21;3;1,28;2,32;70,89;3,27
2019;4;21;4;1,1;2,26;71;3,16
2019;4;21;5;1,74;2,12;71,77;2,99
2019;4;21;6;5,27;1,64;76,23;2,44
2019;4;21;7;8,53;1,55;81,87;1,47
2019;4;21;8;11,92;0,6;167,96;0,85
2019;4;21;9;13,49;0,91;212,06;1,03
2019;4;21;10;14,58;1,2;217,32;1,22
2019;4;21;11;15,48;1,65;219,42;1,64
2019;4;21;12;15,98;2,12;222,76;2,12
2019;4;21;13;16,05;2,49;225,38;2,54
2019;4;21;14;15,71;2,77;227,63;2,88
2019;4;21;15;14,99;2,89;227,08;3,1
2019;4;21;16;13,93;2,92;225;3,35
2019;4;21;17;11,82;2,23;221,3;3,52
2019;4;21;18;8,08;2,07;223,01;3,48
2019;4;21;19;6,4;2,11;217,93;3,31
2019;4;21;20;5,46;1,9;209,63;3,2
2019;4;21;21;5,12;1,65;201,1;3,02
2019;4;21;22;6,09;1,35;190,99;2,65
2019;4;21;23;6,58;1,36;188,6;2,3
2019;4;22;0;6,51;1,36;188,6;2,09
2019;4;22;1;6,45;1,43;198,53;2,15
2019;4;22;2;6,51;1,6;209,33;2,6
2019;4;22;3;6,47;1,55;208,24;2,56
2019;4;22;4;6,4;1,37;193,48;2,32
2019;4;22;5;6,44;1,38;177,4;2,32
2019;4;22;6;7,08;2,02;169,52;2,58
2019;4;22;7;8,38;2,31;169,68;2,73
2019;4;22;8;10,58;2,66;174,94;3,14
2019;4;22;9;12,9;3,09;182,17;3,55
2019;4;22;10;14,51;3,43;186,67;3,89
2019;4;22;11;15,56;3,76;188,48;4,25
2019;4;22;12;16,08;4,34;191,21;4,93
2019;4;22;13;15,98;5,11;194,89;5,9
2019;4;22;14;15,36;5,26;193,48;6,23
2019;4;22;15;14,37;5,18;189,38;6,31
2019;4;22;16;12,95;4,83;185,1;6,17
2019;4;22;17;11,15;3,69;179,64;5,37
2019;4;22;18;8,94;2,4;171;4,97
2019;4;22;19;7,19;2,25;167,75;5,02
2019;4;22;20;6,32;2,38;170,94;5,24
2019;4;22;21;6,34;2,88;175,02;5,99
2019;4;22;22;7,25;4,3;179,38;6,87
2019;4;22;23;7,34;4,68;177,89;6,82
2019;4;23;0;7,09;4,38;171,49;6,47
2019;4;23;1;6,7;3,67;165,96;6,22
2019;4;23;2;6,02;3,58;162,71;7,08
2019;4;23;3;6,04;4,08;162,26;7,99
2019;4;23;4;6,28;4,31;165,84;8,43
2019;4;23;5;7,04;4,68;170,19;8,44
2019;4;23;6;8,42;5,32;170,54;7,71
2019;4;23;7;9,09;4,78;163,76;6,3
2019;4;23;8;10,37;4,63;161,41;6,13
2019;4;23;9;12,27;5,46;169,45;7,49
2019;4;23;10;14,27;7,35;174,45;9,97
2019;4;23;11;15,26;8,91;176,68;11,77
2019;4;23;12;14,87;9,38;176,75;12,26
2019;4;23;13;13,73;8,81;174,56;11,58
2019;4;23;14;12,42;7,92;171,44;10,56
2019;4;23;15;11,31;7,07;168,14;9,55
2019;4;23;16;10,22;6,47;165,73;8,85
2019;4;23;17;9,44;6,08;164,95;8,39
2019;4;23;18;9,27;6,08;167,75;8,47
2019;4;23;19;9,54;6,04;171,15;8,44
2019;4;23;20;9,71;5,58;172,77;7,96
2019;4;23;21;9,7;5,1;174,99;7,4
2019;4;23;22;9,69;4,72;176,77;6,95
2019;4;23;23;9,64;4,75;176,42;6,86
2019;4;24;0;9,55;4,7;175,04;6,64
2019;4;24;1;9,48;4,22;174,26;6,05
2019;4;24;2;9,4;3,69;172,95;5,52
2019;4;24;3;9,19;2,91;167,27;4,85
2019;4;24;4;8,8;2,34;159,69;4,49
2019;4;24;5;8,83;2,25;151,12;4,08
2019;4;24;6;10,02;3,2;148,29;4,07
2019;4;24;7;11,83;3,85;153,07;4,72
2019;4;24;8;13,89;4,47;162,83;5,52
2019;4;24;9;15,41;5,03;170,35;6,23
2019;4;24;10;16,38;5,45;175,56;6,75
2019;4;24;11;17,05;5,76;179,69;7,13
2019;4;24;12;17,3;5,93;183,62;7,36
2019;4;24;13;17,13;5,96;187,23;7,46
2019;4;24;14;16,76;5,73;189,81;7,2
2019;4;24;15;16,26;5,11;191,21;6,51
2019;4;24;16;15,4;4,06;190,86;5,4
2019;4;24;17;13,78;2,27;188,3;3,99
2019;4;24;18;10,9;1,96;182,96;3,26
2019;4;24;19;9,91;2,11;176,19;3,15
2019;4;24;20;9,32;2,18;172,19;3,25
2019;4;24;21;8,77;2,24;169,36;3,34
2019;4;24;22;8,27;2,31;167,32;3,47
2019;4;24;23;7,63;2,57;170,02;4,11
2019;4;25;0;7,35;2,64;174,58;4,14
2019;4;25;1;7,43;2,38;176,05;3,61
2019;4;25;2;7,77;1,97;172,03;2,8
2019;4;25;3;7,99;1,67;159,7;2,29
2019;4;25;4;7,8;1,73;150,19;2,39
2019;4;25;5;8,17;1,84;147,87;2,73
2019;4;25;6;11,12;1,54;152,92;2,72
2019;4;25;7;14,02;2,31;165,92;3,03
2019;4;25;8;16,3;2,76;180;3,32
2019;4;25;9;18,02;2,78;193,8;3,18
2019;4;25;10;19,11;2,86;208,17;3,19
2019;4;25;11;19,76;3,07;216,61;3,38
2019;4;25;12;20,07;3,29;219,21;3,64
2019;4;25;13;19,94;3,48;220,27;3,88
2019;4;25;14;19,4;3,58;221,46;4,09
2019;4;25;15;18,65;3,5;222,56;4,14
2019;4;25;16;17,65;3,08;221,61;3,88
2019;4;25;17;15,91;2;220,72;3,28
2019;4;25;18;12,89;1,72;220,77;2,73
2019;4;25;19;11,94;1,59;209,85;2,2
2019;4;25;20;11,28;1,49;193,02;2,04
2019;4;25;21;10,35;1,62;182,49;2,21
2019;4;25;22;9,51;1,81;174,54;2,49
2019;4;25;23;8,92;1,99;169,84;2,77
2019;4;26;0;8,81;2,02;170,43;2,85
2019;4;26;1;8,76;1,98;171,61;2,77
2019;4;26;2;8,69;1,96;172,68;2,74
2019;4;26;3;8,72;1,94;174,22;2,7
2019;4;26;4;8,8;1,91;172;2,65
2019;4;26;5;9,47;1,83;165,67;2,65
2019;4;26;6;12,15;1,43;157,5;2,64
2019;4;26;7;14,68;1,75;158,48;2,39
2019;4;26;8;16,59;2,57;174,24;3,47
2019;4;26;9;18,39;3,3;183,94;4,25
2019;4;26;10;19,71;3,71;188,11;4,67
2019;4;26;11;20,51;4,09;192,68;5,11
2019;4;26;12;20,81;4,47;195,84;5,56
2019;4;26;13;20,76;4,77;197,16;5,93
2019;4;26;14;20,4;4,92;196,05;6,19
2019;4;26;15;19,66;4,84;193,81;6,27
2019;4;26;16;18,36;4,23;193,03;5,78
2019;4;26;17;16,26;2,62;193,95;4,92
2019;4;26;18;13,59;2,26;190,38;5,01
2019;4;26;19;12,54;2,35;185,35;4,95
2019;4;26;20;12,12;2,2;184,07;4,53
2019;4;26;21;11,74;2,03;182,86;4,21
2019;4;26;22;11,34;2;181,34;4,05
2019;4;26;23;10,6;2,02;182,44;3,71
2019;4;27;0;10,26;2,01;187,37;3,01
2019;4;27;1;10,19;2,01;198,15;3,01
2019;4;27;2;9,41;2,25;213,25;3,54
2019;4;27;3;8,87;2,21;224,14;3,66
2019;4;27;4;8,64;1,68;231,05;3,42
2019;4;27;5;8,92;1,05;231,67;2,12
2019;4;27;6;9,92;0,56;192,88;0,84
2019;4;27;7;11,51;1,53;216,29;1,98
2019;4;27;8;13,14;2,57;222,66;3,11
2019;4;27;9;14,19;3,11;230,19;3,66
2019;4;27;10;14,88;3,73;232,31;4,32
2019;4;27;11;15,12;4,47;230,18;5,21
2019;4;27;12;14,98;4,94;230,39;5,81
2019;4;27;13;14,49;5,13;231,93;6,09
2019;4;27;14;13,8;5,19;234,37;6,24
2019;4;27;15;12,83;5,12;237,84;6,25
2019;4;27;16;11,82;4,71;241,56;5,87
2019;4;27;17;10,5;3,67;246,43;4,95
2019;4;27;18;8,15;2,03;251,84;4,12
2019;4;27;19;6,62;1,82;256,08;3,39
2019;4;27;20;6,22;1,67;259,48;2,68
2019;4;27;21;5,99;1,45;264,75;2,13
2019;4;27;22;5,65;1,15;267,27;1,59
2019;4;27;23;5,58;0,89;265,95;1,17
2019;4;28;0;5,18;0,58;266,91;0,77
2019;4;28;1;4,61;0,25;287,88;0,37
2019;4;28;2;3,78;0,22;24,78;0,3
2019;4;28;3;3,3;0,51;52,43;0,7
2019;4;28;4;3,12;0,81;54,01;1,15
2019;4;28;5;3,77;1;51,97;1,54
2019;4;28;6;6,2;1,48;51,2;1,83
2019;4;28;7;8,78;1,73;38,01;2,08
2019;4;28;8;10,81;1,69;33,47;2,02
2019;4;28;9;12,15;1,44;39,93;1,71
2019;4;28;10;13,01;0,77;56,95;0,96
2019;4;28;11;14,13;0,48;191,31;0,57
2019;4;28;12;14,76;1,6;219,66;1,73
2019;4;28;13;14,52;2,42;224,48;2,63
2019;4;28;14;13,9;2,88;224,56;3,19
2019;4;28;15;13;2,98;221,81;3,37
2019;4;28;16;11,91;2,66;221,19;3,15
2019;4;28;17;10,68;1,73;220,24;2,46
2019;4;28;18;9,39;0,87;216,56;1,37
2019;4;28;19;8,72;0,34;144,46;0,46
2019;4;28;20;7,92;0,8;85,52;1,07
2019;4;28;21;7,14;1,26;81,06;1,71
2019;4;28;22;6,34;1,57;83,12;2,15
2019;4;28;23;5,72;1,76;90,25;2,47
2019;4;29;0;5,39;1,79;96,75;2,64
2019;4;29;1;5,01;1,84;102,5;2,81
2019;4;29;2;4,81;1,83;104,87;3
2019;4;29;3;5,01;1,64;109,82;3,12
2019;4;29;4;5,2;1,55;112,55;3,21
2019;4;29;5;5,71;1,72;113,06;3,15
2019;4;29;6;6,39;2,2;125,04;3,28
2019;4;29;7;7,23;2,8;146,49;3,59
2019;4;29;8;8,19;3,73;170,6;4,84
2019;4;29;9;8,98;4,44;187,28;5,68
2019;4;29;10;9,44;4,74;195,69;5,93
2019;4;29;11;9,48;4,93;202,38;6,1
2019;4;29;12;9,23;4,92;208,84;6,12
2019;4;29;13;9,12;4,77;215,12;5,94
2019;4;29;14;9,04;4,32;219,57;5,33
2019;4;29;15;8,71;3,48;220,45;4,31
2019;4;29;16;8,27;2,32;213,74;2,87
2019;4;29;17;7,73;1,07;184,62;1,43
2019;4;29;18;6,44;0,85;105,44;1,57
2019;4;29;19;5,18;1,44;85,03;2,75
2019;4;29;20;4,58;1,96;78,29;3,49
2019;4;29;21;3,37;2,58;73,65;3,61
2019;4;29;22;2,91;2,46;75,08;3,23
2019;4;29;23;3,29;1,92;77,77;2,63
2019;4;30;0;3,71;1,33;77,43;1,89
2019;4;30;1;3,77;1,11;81,13;1,52
2019;4;30;2;3,76;0,91;91,48;1,34
2019;4;30;3;3,48;0,78;95,14;1,26
2019;4;30;4;3,12;0,69;107,01;1,09
2019;4;30;5;2,88;0,57;116,21;0,72
2019;4;30;6;3,05;0,39;157,56;0,59
2019;4;30;7;3,6;0,55;231,98;0,7
2019;4;30;8;4,62;0,81;268,33;0,99
2019;4;30;9;5,6;1,43;291,51;1,8
2019;4;30;10;6,08;2,08;300,04;2,59
2019;4;30;11;6,77;2,43;307,16;3,03
2019;4;30;12;8,11;2,72;308,58;3,38
2019;4;30;13;8,9;2,96;303,27;3,68
2019;4;30;14;8,83;3,06;294,73;3,81
2019;4;30;15;8,55;2,97;283,67;3,72
2019;4;30;16;7,97;2,62;273,59;3,33
2019;4;30;17;7,17;1,86;261,05;2,7
2019;4;30;18;5,84;1,33;248,26;2,56
2019;4;30;19;4,68;1,48;239,92;2,48
2019;4;30;20;3,85;1,57;235,76;2,35
2019;4;30;21;3,33;1,53;236,88;2,24
2019;4;30;22;3,31;1,4;238,71;2,16
2019;4;30;23;3,75;1,18;236,31;2,1
2019;5;1;0;4,14;1,31;244,51;2,24
2019;5;1;1;4,23;1,33;253,92;2,09
2019;5;1;2;4,21;1,32;256,95;2,1
2019;5;1;3;4,05;1,46;260,44;2,25
2019;5;1;4;4,02;1,41;258,81;2,06
2019;5;1;5;4,44;1,44;264,41;2,18
2019;5;1;6;5,06;1,74;272,32;2,28
2019;5;1;7;5,91;1,95;281,58;2,5
2019;5;1;8;7,34;2,37;291,49;3,02
2019;5;1;9;8,87;2,71;299,89;3,45
2019;5;1;10;10,14;2,99;303,48;3,77
2019;5;1;11;11,13;3,25;309,63;4,04
2019;5;1;12;11,66;3,48;318,55;4,31
2019;5;1;13;11,53;3,51;328,36;4,34
2019;5;1;14;11,1;3,34;336,13;4,17
2019;5;1;15;10,83;3,06;340,78;3,89
2019;5;1;16;10,42;2,69;344,88;3,5
2019;5;1;17;9,53;1,83;347,92;2,7
2019;5;1;18;7,73;1,32;349,76;2,17
2019;5;1;19;6,58;1,36;352,43;1,91
2019;5;1;20;5,85;1,22;354,87;1,68
2019;5;1;21;5;1,15;354,91;1,58
2019;5;1;22;4,23;1,09;351,75;1,51
2019;5;1;23;3,62;1,07;349,92;1,49
2019;5;2;0;3,08;1,15;351,81;1,6
2019;5;2;1;2,62;1,24;355,3;1,73
2019;5;2;2;2,35;1,22;357,43;1,71
2019;5;2;3;2,21;1,15;358,44;1,59
2019;5;2;4;2,13;1;1,34;1,38
2019;5;2;5;3,08;0,78;8,62;1,14
2019;5;2;6;6,42;0,65;34,65;0,8
2019;5;2;7;9,52;1,04;337,48;1,7
2019;5;2;8;12;1,91;312,68;2,54
2019;5;2;9;13,19;2,1;303,34;2,65
2019;5;2;10;13,9;2,29;289,98;2,73
2019;5;2;11;14,26;2,56;276,65;2,96
2019;5;2;12;14,54;2,85;266,86;3,25
2019;5;2;13;14,69;3,12;259,45;3,54
2019;5;2;14;14,62;3,33;253,35;3,79
2019;5;2;15;14,23;3,45;247,21;3,99
2019;5;2;16;13,43;3,42;242,09;4,19
2019;5;2;17;12,12;2,83;236,7;4,17
2019;5;2;18;8,88;2,09;229,24;4,04
2019;5;2;19;6,81;2,17;224,85;3,86
2019;5;2;20;6,05;2,03;220;3,49
2019;5;2;21;5,4;2,04;215,15;3,15
2019;5;2;22;4,73;2,02;207,85;3,01
2019;5;2;23;3,99;2,06;201,32;3,08
2019;5;3;0;3,51;2,03;196,55;3,14
2019;5;3;1;3,9;1,72;187,84;3,12
2019;5;3;2;4,94;1,7;178,42;2,88
2019;5;3;3;5,05;2,04;167,19;2,69
2019;5;3;4;4,92;1,93;159,66;2,54
2019;5;3;5;5,27;2,11;153,43;2,47
2019;5;3;6;6,41;2,38;153,43;2,67
2019;5;3;7;8,32;2,99;169,01;3,73
